X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1754927.1271,5918289.8093,125,16,0,6.05999994277954,01620006,Dec,Continuous,4,ATMS (Dual Loop),SH16 St Lukes Rd Interchange EB,02 - Auckland,344,45428,51100,57213,58785,49826,Regional Continuous
1752568.8509,5918038.0974,126,16,0,7,01620007,Dec,Virtual,4.4,Virtual,SH16 St Lukes Rd Off Ramp to Great Nth Rd On Ramp EB - Virtual,02 - Auckland,,51528,58848,66690,68483,58216,Virtual
1751855.1054,5917946.675,127,16,0,8.57999992370605,01620008,Dec,Continuous,4.4,ATMS (Dual Loop),SH16 Great Nth Rd Interchange EB,02 - Auckland,365,36652,35734,33872,34101,30296,Regional Continuous
1748907.4774,5918418.7116,128,16,7,1.82000005245209,01620009,Dec,Continuous,4,ATMS (Dual Loop),SH16 Patiki Rd Off Ramp to Rosebank Rd On Ramp EB,02 - Auckland,365,42591,48830,54028,55189,49954,Regional Continuous
1748170.9734,5919211.1401,129,16,7,3.20000004768372,01620010,Dec,Virtual,4.1,Virtual,SH16 Patiki Rd Off Ramp to Te Atatu Peninsula On Ramp EB - Virtual,02 - Auckland,,50224,56724,61256,62657,56806,Virtual
1747476.3051,5919585.699,130,16,7,4.01999998092651,01620011,Dec,Continuous,4.1,ATMS (Dual Loop),SH16 Te Atatu Sth On Ramp to Te Atatu Peninsula On Ramp EB,02 - Auckland,361,43632,50003,53952,55465,50563,Regional Continuous
1746394.3621,5920122.4564,131,16,7,5.19999980926514,01620012,Dec,Virtual,4.1,Virtual,SH16 Te Atatu Rd Off Ramp to Lincoln Rd On Ramp EB - Virtual,02 - Auckland,,42336,46550,49363,50085,46460,Virtual
1745700.5341,5920579.001,132,16,7,6.1399998664856,01620013,Dec,Continuous,7.4,ATMS (Dual Loop),SH16 Lincoln Rd Interchange EB,02 - Auckland,363,25295,28426,30672,31179,29705,Regional Continuous
1744742.9956,5921406.9609,133,16,7,7.30000019073486,01620014,Dec,Virtual,7.4,Virtual,SH16 Lincoln Rd Off Ramp to Royal Rd On Ramp EB - Virtual,02 - Auckland,,37861,40360,41826,41876,40519,Virtual
1744416.7378,5922548.1439,134,16,7,9.15999984741211,01620016,Dec,Continuous,4.5,ATMS (Dual Loop),SH16 Royal Rd On Ramp to Hobsonville Rd On Ramp EB,02 - Auckland,353,29368,32019,33521,33599,32331,Regional Continuous
1744026.8766,5923989.1505,135,16,7,10,01620017,Dec,Virtual,4.6,SCATS,SH16 Hobsonville Rd On Ramp to SH18 On Ramp EB,02 - Auckland,246,22212,24480,25931,25893,24921,Virtual
1743537.7398,5925077.0003,136,16,7,11.1999998092651,01620018,Dec,Continuous,7.4,SCATS,SH16 SH18 On Ramp to Brigham Creek Rd Roundabout EB,02 - Auckland,347,9691,10280,10810,10830,10341,Regional Continuous
1752196.9232,5918020.353,137,16,0,8,01627008,Dec,Virtual,4.4,Virtual,SH16 Southwestern On Ramp to Great Nth Rd On Ramp EB - Virtual,02 - Auckland,,,,47772,47750,42232,Virtual
1757857.8716,5919786.5913,138,16,0,1.54999995231628,01629001,Dec,Continuous,11.2,ATMS (Dual Loop),SH16 Grafton Rd On Ramp to SH1 On Ramp EB,02 - Auckland,362,17648,19002,19708,19914,16961,Regional Continuous
1757553.5464,5919464.0016,139,16,0,2.40000009536743,01629002,Dec,Virtual,11.2,Virtual,SH16 Wellesley St Off Ramp to Northern On Ramp EB - Virtual,02 - Auckland,,19653,21637,22835,23503,19493,Virtual
1756033.2561,5918676.0009,140,16,0,3.79999995231628,01629004,Dec,Virtual,4,Virtual,SH16 Northern / Nelson Off Ramp to Newton Rd Off Ramp EB - Virtual,02 - Auckland,,53779,56671,60801,62375,53702,Virtual
1755568.1139,5918269.0995,141,16,0,9.19999980926514,01629008,Dec,Virtual,4.4,Virtual,SH16 Great Nth Rd Off Ramp to Rosebank Rd On Ramp EB - Virtual,02 - Auckland,,48289,55158,60873,62142,56042,Virtual
1747133.0677,5919724.9919,142,16,7,4.3600001335144,01629011,Dec,Virtual,4.1,Virtual,SH16 Te Atatu Sth On Ramp to Te Atatu Rd Off Ramp EB - Virtual,02 - Auckland,,34308,38230,40603,41770,38329,Virtual
1757619.5896,5919440.1367,143,16,0,2.08999991416931,01630002,Ramp,Non-Continuous,2.5,Dual Loop,SH16 Wellesley St On Ramp WB,02 - Auckland,32,7373,7957,7804,8089,6762,Regional Non-Continuous
1756659.9004,5919323.2101,144,16,0,3.17000007629395,01630003,Ramp,Non-Continuous,4.1,Dual Loop,SH16 SH1 On Ramp WB - Virtual (Link 01N40428) ,02 - Auckland,,20134,19988,18618,18781,17865,Regional Non-Continuous
1756336.7163,5918931.5908,145,16,0,3.50999999046326,01630004,Ramp,Virtual,7,Single Loop,SH16 Hobson St On Ramp WB ,02 - Auckland,,10128,12418,14597,15461,12793,Virtual
1753577.2544,5918287.0975,146,16,0,6.57999992370605,01630006,Ramp,Continuous,2.3,Dual Loop,SH16 St Lukes Rd On Ramp WB,02 - Auckland,343,7798,8664,10712,10848,9455,Regional Continuous
1751565.1561,5917936.0948,147,16,0,8.67000007629395,01630008,Ramp,Continuous,4.4,ATMS (Dual Loop),SH16 Great Nth Rd On Ramp WB,02 - Auckland,366,11415,10138,7670,7720,7242,Regional Continuous
1748496.8187,5918770.8466,148,16,7,2.6800000667572,01630010,Ramp,Continuous,7.1,ATMS (Dual Loop),SH16 Patiki Rd On Ramp WB,02 - Auckland,365,8198,8231,7884,7931,7366,Regional Continuous
1747132.122,5919697.9934,149,16,7,4.3899998664856,01630011,Ramp,Continuous,2,Dual Loop,SH16 Te Atatu Rd On Ramp WB,02 - Auckland,365,7256,7774,8756,8930,8882,Regional Continuous
1745364.1314,5920801.2943,150,16,7,6.42000007629395,01630013,Ramp,Continuous,3.3,Dual Loop,SH16 Lincoln Rd On Ramp WB,02 - Auckland,292,12978,12036,11514,10816,10365,Regional Continuous
1756370.278,5919147.6406,151,16,0,3.50999999046326,01636004,Ramp,Continuous,2.4,SCATS,SH16 Northern / Hobson On Ramp WB - Virtual (Link 01N68427),02 - Auckland,345,21355,24838,29292,29884,24019,Regional Continuous
1756080.3105,5918647.098,152,16,0,3.90000009536743,01639004,Ramp,Non-Continuous,1.5,Dual Loop,SH16 Newton Rd On Ramp WB ,02 - Auckland,23,8875,9963,10798,10710,9100,Regional Non-Continuous
1751400.0755,5917984.7586,153,16,0,8.88000011444092,01639008,Ramp,Continuous,6.9,ATMS (Dual Loop),SH16 Southwestern On Ramp WB (Link),02 - Auckland,365,,8682,18457,19708,18369,Regional Continuous
1757553.5464,5919464.0016,154,16,0,2.02999997138977,01640002,Ramp,Non-Continuous,2.2,Dual Loop,SH16 Wellesley St Off Ramp EB,02 - Auckland,60,8220,8953,9330,9692,7760,Regional Non-Continuous
1756515.848,5919354.917,155,16,0,3.27999997138977,01640003,Ramp,Non-Continuous,5.2,Dual Loop,SH16 SH1 Off Ramp EB - Virtual (Link 01N30428) ,02 - Auckland,,21826,21785,17602,17960,16159,Regional Non-Continuous
1756527.7824,5919386.9385,156,16,0,3.55999994277954,01640004,Ramp,Virtual,4,SCATS,SH16 Nelson St Off Ramp EB ,02 - Auckland,,7471,8967,12831,12404,12099,Virtual
1753951.1821,5918305.8468,157,16,0,6.21000003814697,01640006,Ramp,Continuous,2.1,ATMS (Dual Loop),SH16 St Lukes Rd Off Ramp EB,02 - Auckland,344,6100,7748,9477,9698,8172,Regional Continuous
1751304.9894,5918032.5629,158,16,0,8.93000030517578,01640008,Ramp,Continuous,5.7,ATMS (Dual Loop),SH16 Great Nth Rd Off Ramp EB,02 - Auckland,365,11638,10914,8881,8895,7843,Regional Continuous
1748397.301,5919034.6156,159,16,7,2.91000008583069,01640010,Ramp,Continuous,6.7,ATMS (Dual Loop),SH16 Patiki Rd Off Ramp EB,02 - Auckland,363,7633,7894,7228,7468,6852,Regional Continuous
1747168.9324,5919790.0558,160,16,7,4.40999984741211,01640011,Ramp,Continuous,2.1,Dual Loop,SH16 Te Atatu Rd Off Ramp EB,02 - Auckland,365,8028,8320,8760,8315,8131,Regional Continuous
1745503.2129,5920751.5809,161,16,7,6.28000020980835,01640013,Ramp,Continuous,2.9,Dual Loop,SH16 Lincoln Rd Off Ramp EB,02 - Auckland,96,12566,11934,11154,10697,10814,Regional Continuous
1756520.7729,5919391.9239,162,16,0,3.55999994277954,01645004,Ramp,Virtual,4,SCATS,SH16 Northern Off Ramp EB,02 - Auckland,,11529,12213,14437,15445,12181,Virtual
1756321.2519,5919162.5406,163,16,0,3.55999994277954,01646004,Ramp,Non-Continuous,4,SCATS,SH16 Northern / Nelson Off Ramp EB - Virtual,02 - Auckland,,19000,21180,27268,27849,24280,Regional Non-Continuous
1756064.1991,5918703.061,164,16,0,3.91000008583069,01649004,Ramp,Non-Continuous,1.2,Dual Loop,SH16 Newton Rd Off Ramp EB ,02 - Auckland,41,9149,10292,11043,11024,9020,Regional Non-Continuous
1751424.9645,5918038.8029,165,16,0,8.93000030517578,01649008,Ramp,Continuous,7.1,ATMS (Dual Loop),SH16 Southwestern Off Ramp EB (Link),02 - Auckland,365,,8510,18120,19146,17904,Regional Continuous
1757849.8217,5919811.5731,166,16,0,1.54999995231628,01650001,Ramp,Continuous,6.4,ATMS (Dual Loop),SH16 Grafton Rd On Ramp EB,02 - Auckland,363,2471,2543,2496,2567,1915,Regional Continuous
1757704.7827,5919836.2782,167,16,0,1.79999995231628,01650002,Ramp,Non-Continuous,16.2,Dual Loop,SH16 SH1 On Ramp EB - Virtual (Link 01N46429),02 - Auckland,,6215,6318,6202,6101,5227,Regional Non-Continuous
1754329.0256,5918366.6004,168,16,0,5.78000020980835,01650006,Ramp,Continuous,6,ATMS (Dual Loop),SH16 St Lukes Rd On Ramp EB,02 - Auckland,344,17500,15863,14631,14614,12678,Regional Continuous
1751855.1054,5917946.675,169,16,0,8.35999965667725,01650008,Ramp,Continuous,7.3,ATMS (Dual Loop),SH16 Great Nth Rd On Ramp EB,02 - Auckland,365,14876,14887,13900,13649,11936,Regional Continuous
1749460.0317,5918110.8547,170,16,7,1.45000004768372,01650009,Ramp,Continuous,11.2,ATMS (Dual Loop),SH16 Rosebank Rd On Ramp EB,02 - Auckland,365,5698,6328,6845,6953,6088,Regional Continuous
1747231.0993,5919703.1916,171,16,7,4.26000022888184,01650011,Ramp,Continuous,4.3,Dual Loop,SH16 Te Atatu Sth On Ramp EB,02 - Auckland,94,9324,11773,13349,13695,12234,Regional Continuous
1745700.5341,5920579.001,172,16,7,6.03999996185303,01650013,Ramp,Continuous,6.9,ATMS (Dual Loop),SH16 Lincoln Rd On Ramp EB,02 - Auckland,363,17041,18124,18691,18906,16755,Regional Continuous
1744454.2071,5922313.2525,173,16,7,8.28999996185303,01650015,Ramp,Continuous,1.5,Dual Loop,SH16 Royal Rd On Ramp EB,02 - Auckland,346,8493,8341,8305,8277,8188,Regional Continuous
1744156.7367,5923555.4755,174,16,7,9.55000019073486,01650017,Ramp,Continuous,5.7,Dual Loop,SH16 Hobsonville Rd On Ramp EB,02 - Auckland,340,7156,7539,7590,7706,7410,Regional Continuous
1743937.7683,5924541.8902,175,16,7,10.3599996566772,01650018,Ramp,Non-Continuous,4.5,SCATS,SH16 SH18 On Ramp EB - Virtual (Link 01810014),02 - Auckland,,12521,14200,15121,15063,14580,Regional Non-Continuous
1756370.278,5919147.6406,176,16,0,2.86999988555908,01659002,Ramp,Non-Continuous,11.2,SCATS,SH16 Northern On Ramp EB - Virtual (Link 01N67427),02 - Auckland,,6700,7931,6904,6937,6230,Regional Non-Continuous
1751823.6241,5917689.6381,177,16,0,7.94000005722046,01659008,Ramp,Continuous,4.4,ATMS (Dual Loop),SH16 Southwestern On Ramp EB (Link),02 - Auckland,361,,8227,18918,20733,15984,Regional Continuous
1747448.2745,5919602.6405,178,16,7,4.01000022888184,01659011,Ramp,Continuous,11,ATMS (Dual Loop),SH16 Te Atatu Peninsula On Ramp EB,02 - Auckland,361,6592,6721,7304,7192,6243,Regional Continuous
1758026.6683,5919880.9251,179,16,0,1.42999994754791,01660001,Ramp,Non-Continuous,3,Dual Loop,SH16 Grafton Rd Off Ramp WB,02 - Auckland,41,5834,5423,5393,5320,4129,Regional Non-Continuous
1757655.1141,5919674.1904,180,16,0,1.96000003814697,01660002,Ramp,Non-Continuous,13.3,Dual Loop,SH16 SH1 Off Ramp WB - Virtual (Link 01N36429),02 - Auckland,,9108,9128,8879,8793,7694,Regional Non-Continuous
1754100.2462,5918267.1499,181,16,0,6.03999996185303,01660006,Ramp,Continuous,1.4,ATMS (Dual Loop),SH16 St Lukes Rd Off Ramp WB,02 - Auckland,347,17705,16216,16333,16235,13329,Regional Continuous
1751565.1561,5917936.0948,182,16,0,7.98000001907349,01660008,Ramp,Continuous,1.5,ATMS (Dual Loop),SH16 Great Nth Rd Off Ramp WB,02 - Auckland,348,17905,18128,18338,18357,15641,Regional Continuous
1749366.0447,5918109.6665,183,16,7,1.53999996185303,01660009,Ramp,Continuous,10.7,ATMS (Dual Loop),SH16 Rosebank Rd Off Ramp WB,02 - Auckland,365,5202,6327,6892,6879,6071,Regional Continuous
1747449.3648,5919557.6483,184,16,7,4.01000022888184,01660011,Ramp,Continuous,8.8,ATMS (Dual Loop),SH16 Te Atatu Rd Off Ramp WB,02 - Auckland,365,17109,18475,21086,21700,19067,Regional Continuous
1745697.5566,5920567.9965,185,16,7,6.01999998092651,01660013,Ramp,Continuous,7.6,ATMS (Dual Loop),SH16 Lincoln Rd Off Ramp WB,02 - Auckland,363,17011,18595,18954,19149,16846,Regional Continuous
1744413.1665,5922336.1664,186,16,7,8.3100004196167,01660015,Ramp,Non-Continuous,1.7,Dual Loop,SH16 Royal Rd Off Ramp WB,02 - Auckland,,7859,7556,7889,7923,7910,Regional Non-Continuous
1744130.7669,5923542.4248,187,16,7,9.56999969482422,01660017,Ramp,Virtual,3.7,Virtual,SH16 Hobsonville Rd / SH18 Off Ramp WB (Exit 19A-B) - Virtual,02 - Auckland,,19950,21795,23277,23259,22903,Virtual
1744070.8418,5924003.2375,188,16,7,9.56999969482422,01660018,Ramp,Non-Continuous,4.2,SCATS,SH16 SH18 Off Ramp WB (Exit 19B)  - Virtual (Link 01820014),02 - Auckland,,11414,12800,14227,14336,14093,Regional Non-Continuous
1756593.5309,5920004.0205,189,16,0,2.95000004768372,01668002,Ramp,Virtual,6.2,Virtual,SH16 Northern Link NB (Link 01N59427),02 - Auckland,,18231,21520,21549,22561,19173,Virtual
1756844.7194,5919405.5761,190,16,0,2.95000004768372,01669002,Ramp,Non-Continuous,8.6,SCATS,SH16 Northern Off Ramp WB,02 - Auckland,,6702,9037,7112,7319,7260,Regional Non-Continuous
1751873.5426,5917727.7342,191,16,0,8.14000034332275,01669008,Ramp,Continuous,4.9,ATMS (Dual Loop),SH16 Southwestern Off Ramp WB (Link),02 - Auckland,366,,7107,16801,18433,14173,Regional Continuous
1744043.2714,5923793.2118,192,16,7,9.56999969482422,01669017,Ramp,Continuous,3.7,SCATS,SH16 Hobsonville Rd Off Ramp WB (Exit 19A),02 - Auckland,246,8536,8995,9050,8923,8810,Regional Continuous
1752625.2399,5931090.8414,193,18,0,2.40000009536743,01810002,Inc,Virtual,3.8,Virtual,SH18 Albany Hwy Interchange WB - Virtual,02 - Auckland,,13828,14311,15097,14877,13980,Virtual
1751256.8412,5929907.1534,194,18,0,3.5,01810003,Inc,Virtual,3.8,Virtual,SH18 Albany Hwy On Ramp to Greenhithe Off Ramp WB - Virtual,02 - Auckland,,25451,27202,28584,28636,25927,Virtual
1750625.8345,5929460.9068,195,18,0,4.59999990463257,01810005,Inc,Virtual,3.8,Virtual,SH18 Greenhithe Rd Off Ramp to Tauhinu Rd On Ramp WB - Virtual,02 - Auckland,,21264,23102,24511,24891,22863,Virtual
1748337.1125,5927514.4497,196,18,7,0.779999971389771,01810007,Inc,Continuous,3.8,ATMS (Dual Loop),SH18 Upper Harbour Bridge WB,02 - Auckland,365,23833,25955,27564,28087,25789,Regional Continuous
1747186.9696,5926679.2068,197,18,7,2.20000004768372,01810009,Inc,Continuous,3.8,Single Loop,SH18 Squadron Dr Off Ramp to Brigham Creek Rd Off Ramp WB,02 - Auckland,343,21079,22646,23636,23684,21455,Regional Continuous
1746075.4733,5926015.0289,198,18,7,3.5,01810010,Inc,Continuous,3.8,Single Loop,SH18 Brigham Creek Rd Interchange WB,02 - Auckland,344,16877,18240,18784,18417,16717,Regional Continuous
1745221.6428,5925498.3621,199,18,7,4.5,01810011,Inc,Continuous,3.8,Single Loop,SH18 Brigham Creek Rd On Ramp to Trig Rd Off Ramp WB,02 - Auckland,316,19947,21882,23195,23228,22098,Regional Continuous
1744539.5792,5925085.0339,200,18,7,5.30000019073486,01810012,Inc,Continuous,3.8,Single Loop,SH18 Trig Rd Off Ramp to Hobsonville Rd Off Ramp WB,02 - Auckland,343,17626,19566,21006,21072,19818,Regional Continuous
1743941.4045,5924720.8717,201,18,7,5.32000017166138,01810014,Inc,Continuous,3.8,SCATS,SH18 Northwestern Link WB (Link 01650018),02 - Auckland,347,12521,14200,15121,15063,14580,Regional Continuous
1752624.2566,5931082.8402,202,18,0,1.64999997615814,01819001,Inc,Continuous,3.8,ATMS (Dual Loop),SH18 West of Unsworth Dr WB,02 - Auckland,341,17525,17984,18585,18304,16545,Regional Continuous
1752614.2123,5931104.817,203,18,0,1.64999997615814,01820001,Dec,Continuous,3.8,ATMS (Dual Loop),SH18 West of Paul Mathews Rd EB ,02 - Auckland,337,17946,18501,18966,19094,17386,Regional Continuous
1752614.2123,5931104.817,204,18,0,2.40000009536743,01820002,Dec,Virtual,3.8,Virtual,SH18 Albany Hwy Interchange EB - Virtual,02 - Auckland,,13537,14221,15028,15333,14312,Virtual
1751256.8412,5929907.1534,205,18,0,3.5,01820003,Dec,Virtual,3.8,Virtual,SH18 Albany Hwy Off Ramp to Greenhithe Rd On Ramp EB - Virtual,02 - Auckland,,24151,25810,27282,27651,25723,Virtual
1750549.9941,5929387.7595,206,18,0,4.59999990463257,01820005,Dec,Virtual,3.8,Virtual,SH18 Greenhithe Rd On Ramp to Tauhinu Rd Off Ramp EB - Virtual,02 - Auckland,,20100,21812,23243,23734,22317,Virtual
1748326.073,5927534.4246,207,18,7,0.759999990463257,01820007,Dec,Continuous,3.7,ATMS (Dual Loop),SH18 Upper Harbour Bridge EB,02 - Auckland,365,22528,24583,26266,26966,25279,Regional Continuous
1747178.9359,5926696.1882,208,18,7,2.20000004768372,01820009,Dec,Continuous,3.7,Single Loop,SH18 Squadron Dr On Ramp to Brigham Creek Rd On Ramp EB,02 - Auckland,343,19710,21254,22617,22836,21121,Regional Continuous
1746066.444,5926030.0085,209,18,7,3.5,01820010,Dec,Continuous,3.7,Single Loop,SH18 Brigham Creek Rd Interchange EB,02 - Auckland,344,16407,17459,17457,17218,15918,Regional Continuous
1745212.6136,5925513.3417,210,18,7,4.5,01820011,Dec,Continuous,3.7,Single Loop,SH18 Brigham Creek Rd Off Ramp to Trig Rd On Ramp EB,02 - Auckland,343,19837,21477,22081,22221,21051,Regional Continuous
1744530.55,5925100.0134,211,18,7,5.30000019073486,01820012,Dec,Continuous,3.7,Single Loop,SH18 Trig Rd On Ramp to Hobsonville Rd On Ramp EB,02 - Auckland,347,16576,18365,20144,20332,19394,Regional Continuous
1744070.8418,5924003.2375,212,18,7,5.32000017166138,01820014,Dec,Continuous,3.7,SCATS,SH18 Northwestern Link EB (Link 01660018),02 - Auckland,348,11414,12800,14227,14336,14093,Regional Continuous
1751814.9599,5930303.2581,213,18,0,2.8199999332428,01830002,Ramp,Non-Continuous,2.4,Dual Loop,SH18 Albany Hwy On Ramp WB,02 - Auckland,39,11623,12891,13487,13759,11947,Regional Non-Continuous
1749550.1166,5927926.8824,214,18,0,6.19999980926514,01830006,Ramp,Non-Continuous,3.6,Dual Loop,SH18 Tauhinu Rd On Ramp WB,02 - Auckland,23,2570,2853,3053,3196,2926,Regional Non-Continuous
1745900.724,5925903.6882,215,18,7,3.71000003814697,01830010,Ramp,Continuous,2.8,Dual Loop,SH18 Brigham Creek Rd On Ramp WB,02 - Auckland,247,3070,3642,4411,4811,4841,Regional Continuous
1751919.5344,5930503.4509,216,18,0,2.60999989509583,01840002,Ramp,Non-Continuous,4.1,Dual Loop,SH18 Albany Hwy Off Ramp EB,02 - Auckland,47,10614,11589,12254,12318,11411,Regional Non-Continuous
1749270.3365,5927836.3202,217,18,0,6.5,01840006,Ramp,Non-Continuous,3,Dual Loop,SH18 Tauhinu Rd Off Ramp EB,02 - Auckland,59,2428,2771,3023,3232,2962,Regional Non-Continuous
1745638.0176,5925777.1707,218,18,7,4,01840010,Ramp,Continuous,1.8,Dual Loop,SH18 Brigham Creek Rd Off Ramp EB,02 - Auckland,309,3430,4018,4624,5003,5042,Regional Continuous
1752218.7281,5930877.0259,219,18,0,2.08999991416931,01850002,Ramp,Non-Continuous,3,Dual Loop,SH18 Albany Hwy On Ramp EB,02 - Auckland,55,4408,4280,3937,3762,3074,Regional Non-Continuous
1750549.9941,5929387.7595,220,18,0,4.40000009536743,01850004,Ramp,Non-Continuous,1.2,Dual Loop,SH18 Greenhithe Rd On Ramp EB,02 - Auckland,49,4051,3998,4039,3917,3406,Regional Non-Continuous
1747855.8105,5927203.505,221,18,7,1.35000002384186,01850008,Ramp,Continuous,2.7,Dual Loop,SH18 Squadron Dr On Ramp EB,02 - Auckland,334,2817,3328,3649,4130,4088,Regional Continuous
1746264.1596,5926156.3942,222,18,7,3.25999999046326,01850010,Ramp,Continuous,3.1,Dual Loop,SH18 Brigham Creek Rd On Ramp EB,02 - Auckland,332,3303,3795,5160,5618,5092,Regional Continuous
1744688.3217,5925201.3196,223,18,7,5.1100001335144,01850012,Ramp,Continuous,2.4,Dual Loop,SH18 Trig Rd On Ramp EB,02 - Auckland,331,3261,3112,1937,1889,1690,Regional Continuous
1743860.3741,5924248.7756,224,18,7,5.32000017166138,01850013,Ramp,Continuous,2,Dual Loop,SH18 Hobsonville Rd On Ramp EB,02 - Auckland,348,5162,5565,5917,5996,5357,Regional Continuous
1752283.6957,5930889.1586,225,18,0,2.02999997138977,01860002,Ramp,Non-Continuous,5.3,Dual Loop,SH18 Albany Hwy Off Ramp WB,02 - Auckland,59,3697,3673,3488,3427,2565,Regional Non-Continuous
1750625.8345,5929460.9068,226,18,0,4.28999996185303,01860004,Ramp,Non-Continuous,1.6,Dual Loop,SH18 Greenhithe Rd Off Ramp WB,02 - Auckland,59,4187,4100,4073,3745,3064,Regional Non-Continuous
1747876.8466,5927184.5505,227,18,7,1.3400000333786,01860008,Ramp,Continuous,2.2,Dual Loop,SH18 Squadron Dr Off Ramp WB,02 - Auckland,334,2754,3309,3928,4403,4432,Regional Continuous
1746497.907,5926264.856,228,18,7,3.00999999046326,01860010,Ramp,Continuous,3.1,Dual Loop,SH18 Brigham Creek Rd Off Ramp WB,02 - Auckland,309,4202,4406,4852,5267,4716,Regional Continuous
